service_id,edge_id,plan_cpu,plan_mem,plan_disk,submit_time,duration,sla
6287,266,6,0.042409339,0.034085122,12045,37.13235294,
6288,356,8,0.084818678,0.056808536,12045,30.27272727,
6289,1063,4,0.042409339,0.034085122,12045,1,
6290,75,4,0.042409339,0.045446829,12045,24.33333333,
6291,1226,8,0.084818678,0.056808536,12045,5,
6292,1164,8,0.084818678,0.056808536,12045,228.0562771,
6293,1258,4,0.042409339,0.034085122,12045,322.2145329,
6294,1096,4,0.042409339,0.034085122,12045,400.4427481,
6295,30,4,0.042409339,0.034085122,12045,418.021978,
6296,1133,4,0.042409339,0.034085122,12045,78.96571429,
6297,1108,4,0.042409339,0.034085122,12045,1,
6298,781,4,0.042409339,0.034085122,12045,1,
6299,386,8,0.084818678,0.056808536,12072,18,
6300,571,4,0.042409339,0.034085122,12072,12,
6301,289,8,0.084818678,0.068170244,12072,12,
6302,364,8,0.084818678,0.056808536,12072,12,
6303,71,4,0.042409339,0.034085122,12072,12,
6304,1271,4,0.042409339,0.034085122,12072,18,
6305,1297,4,0.042409339,0.034085122,12072,11,
6306,389,4,0.042409339,0.034085122,12072,12,
6307,565,16,0.318070044,0.113617073,12072,19,
6308,1297,8,0.084818678,0.068170244,12161,85.35734072,
6309,1001,8,0.169637357,0.056808536,12161,563.4627451,
6310,371,4,0.042409339,0.034085122,12172,89.72955975,
6311,573,8,0.169637357,0.056808536,12180,456,
6312,905,4,0.042409339,0.034085122,12180,484,
6313,24,8,0.169637357,0.056808536,12180,24.15357766,
6314,1308,8,0.084818678,0.085212805,12180,2,
6315,1258,4,0.042409339,0.034085122,12180,292.6666667,
6316,1197,8,0.084818678,0.056808536,12180,432.1111111,
6317,555,8,0.169637357,0.056808536,12180,456,
6318,162,4,0.042409339,0.034085122,12180,2,
6319,9,16,0.169637357,0.113617073,12180,4,
6320,948,4,0.042409339,0.034085122,12180,55,
6321,1273,4,0.042409339,0.034085122,12180,58,
6322,1163,8,0.084818678,0.056808536,12180,2,
6323,708,4,0.042409339,0.045446829,12180,2,
6324,51,8,0.084818678,0.056808536,12180,473.3333333,
6325,694,8,0.084818678,0.085212805,12180,2,
6326,128,8,0.084818678,0.056808536,12180,484,
6327,615,8,0.084818678,0.085212805,12180,4,
6328,907,4,0.042409339,0.034085122,12180,58.58823529,
6329,254,4,0.042409339,0.034085122,12180,64,
6330,95,4,0.042409339,0.034085122,12180,2,
6330,95,4,0.999963357,0.034085122,12180,2,
6331,1308,4,0.042409339,0.034085122,12190,15,
6332,1211,4,0.042409339,0.034085122,12190,14,
6333,246,4,0.042409339,0.034085122,12190,3,
6334,379,4,0.042409339,0.034085122,12190,15,
6335,1197,8,0.084818678,0.085212805,12190,4,
6336,397,8,0.169637357,0.056808536,12202,199.2214022,
6337,685,8,0.084818678,0.056808536,12202,295.605042,
6338,1260,4,0.042409339,0.034085122,12202,318,
6339,1129,16,0.169637357,0.113617073,12202,19.5,
6340,154,4,0.042409339,0.034085122,12202,40.67857143,
6341,1216,8,0.169637357,0.056808536,12202,81.78873239,
6342,833,8,0.084818678,0.056808536,12202,271.8051948,
6343,81,4,0.042409339,0.034085122,12202,282.6129032,
6344,998,16,0.318070044,0.113617073,12202,346.9491525,
6345,739,4,0.042409339,0.034085122,12232,29,
6346,1306,4,0.042409339,0.034085122,12232,2,
6347,927,4,0.042409339,0.034085122,12232,15,
6348,858,8,0.084818678,0.056808536,12232,13.8,
6349,571,4,0.042409339,0.034085122,12232,29,
6350,1052,4,0.042409339,0.034085122,12232,29,
6351,1142,8,0.084818678,0.056808536,12232,19,
6352,981,8,0.084818678,0.056808536,12232,29,
6353,79,4,0.042409339,0.034085122,12232,29,
6354,949,8,0.084818678,0.056808536,12232,29,
6355,816,8,0.084818678,0.068170244,12232,29,
6356,269,4,0.053011674,0.034085122,12293,23,
6357,919,4,0.042409339,0.034085122,12293,2.818181818,
6358,1270,8,0.084818678,0.056808536,12293,15.58333333,
6359,1212,4,0.042409339,0.034085122,12293,4,
6360,64,4,0.042409339,0.034085122,12314,52.69230769,
6361,1139,4,0.042409339,0.034085122,12314,112.396648,
6362,1217,4,0.042409339,0.034085122,12314,19.8,
6363,294,8,0.084818678,0.056808536,12314,25.14285714,
6364,403,4,0.042409339,0.045446829,12314,32.28571429,
6365,860,4,0.042409339,0.034085122,12314,143.5142857,
6366,229,8,0.084818678,0.068170244,12314,210,
6367,798,4,0.042409339,0.034085122,12339,99.68831169,
6368,1302,8,0.084818678,0.056808536,12339,30.87659574,
6369,257,4,0.042409339,0.034085122,12339,49.03225806,
6370,883,4,0.042409339,0.034085122,12339,90,
6371,870,16,0.318070044,0.113617073,12339,110,
6372,969,8,0.084818678,0.056808536,12340,531.1873418,
6373,721,4,0.042409339,0.034085122,12340,82.84137931,
6374,246,4,0.042409339,0.034085122,12340,55.2751773,
6375,356,4,0.042409339,0.034085122,12340,148.1519435,
6376,653,8,0.084818678,0.068170244,12340,582.1111111,
6377,218,4,0.042409339,0.034085122,12419,157.7283951,
6378,1272,4,0.042409339,0.034085122,12419,29,
6379,707,4,0.042409339,0.034085122,12419,117.734375,
6380,378,4,0.042409339,0.034085122,12420,175,
6381,1267,8,0.084818678,0.056808536,12420,65,
6382,651,8,0.084818678,0.068170244,12420,66,
6383,628,4,0.042409339,0.034085122,12420,70.21458333,
6384,627,4,0.042409339,0.034085122,12420,47.62857143,
6385,763,8,0.084818678,0.056808536,12420,22.23076923,
6386,1244,8,0.084818678,0.056808536,12420,164.3558052,
6387,839,8,0.084818678,0.056808536,12420,172.3333333,
6388,1216,4,0.042409339,0.034085122,12420,62,
6389,1013,4,0.042409339,0.034085122,12420,62.8,
6390,1159,8,0.084818678,0.056808536,12471,56.28571429,
6391,271,4,0.042409339,0.034085122,12471,8,
6392,167,8,0.084818678,0.056808536,12471,37.46666667,
6393,558,4,0.042409339,0.034085122,12471,57,
6394,902,4,0.042409339,0.034085122,12471,57,
6395,1069,4,0.042409339,0.034085122,12471,57,
6396,127,4,0.042409339,0.034085122,12494,15,
6397,1137,8,0.169637357,0.056808536,12494,13,
6398,947,4,0.042409339,0.034085122,12494,4,
6399,288,4,0.042409339,0.034085122,12494,15,
6400,869,4,0.042409339,0.034085122,12494,4,
6401,1309,4,0.042409339,0.034085122,12496,190,
6402,1302,8,0.169637357,0.056808536,12496,224,
6403,581,8,0.084818678,0.056808536,12496,45.83333333,
6404,1259,8,0.084818678,0.056808536,12496,120.4,
6405,695,4,0.042409339,0.034085122,12496,207.8888889,
6406,588,8,0.169637357,0.056808536,12496,128.8,
6407,170,4,0.042409339,0.034085122,12499,76.92571429,
6408,295,4,0.042409339,0.034085122,12499,84.55932203,
6409,566,8,0.169637357,0.056808536,12499,31,
6410,692,8,0.084818678,0.085212805,12499,41,
6411,618,4,0.042409339,0.034085122,12499,19.6,
6412,752,4,0.042409339,0.034085122,12499,33,
6413,1139,8,0.169637357,0.056808536,12500,54.12987013,
6414,596,8,0.084818678,0.056808536,12500,56.00606061,
6415,599,8,0.084818678,0.068170244,12500,7.563218391,
6416,1007,4,0.042409339,0.034085122,12500,15.52631579,
6417,784,8,0.084818678,0.056808536,12500,2,
6418,244,4,0.042409339,0.034085122,12500,2,
6419,1150,4,0.042409339,0.034085122,12527,30,
6420,330,4,0.042409339,0.034085122,12527,38,
6421,1145,8,0.169637357,0.056808536,12527,50,
6422,926,4,0.053011674,0.034085122,12527,67,
6423,1118,4,0.042409339,0.056808536,12527,84,
6424,1299,8,0.084818678,0.056808536,12527,6,
6425,703,4,0.042409339,0.034085122,12527,4,
6426,173,8,0.084818678,0.085212805,12527,2,
6427,710,4,0.042409339,0.034085122,12527,8.333333333,
6428,1229,8,0.084818678,0.056808536,12527,3,
6429,662,4,0.042409339,0.034085122,12527,3,
6430,554,4,0.042409339,0.034085122,12527,4,
6431,923,4,0.042409339,0.034085122,12527,5,
6432,1299,8,0.084818678,0.056808536,12527,3,
6433,864,8,0.084818678,0.085212805,12527,8,
6434,1144,8,0.084818678,0.056808536,12527,2,
6435,4,16,0.169637357,0.113617073,12527,4,
6437,759,8,0.084818678,0.045446829,12528,30,
6438,1274,4,0.042409339,0.034085122,12528,40,
6439,55,4,0.042409339,0.034085122,12528,51,
6440,962,8,0.084818678,0.056808536,12528,71,
6441,899,8,0.084818678,0.068170244,12528,86,
6442,164,4,0.042409339,0.034085122,12528,4,
6443,277,8,0.084818678,0.068170244,12528,2,
6444,234,8,0.084818678,0.056808536,12528,2,
6445,639,4,0.042409339,0.034085122,12528,7,
6446,1217,8,0.084818678,0.056808536,12528,2,
6447,413,8,0.084818678,0.085212805,12528,1,
6448,159,16,0.169637357,0.113617073,12528,4,
6449,78,4,0.042409339,0.034085122,12528,4,
6450,407,8,0.169637357,0.056808536,12528,2,
6451,1181,8,0.169637357,0.056808536,12528,7,
6452,577,8,0.169637357,0.056808536,12528,2,
6453,818,4,0.042409339,0.034085122,12528,3,
6454,890,8,0.084818678,0.085212805,12528,30,
6455,1242,16,0.169637357,0.045446829,12528,38,
6456,708,8,0.169637357,0.056808536,12528,48,
6457,1275,4,0.042409339,0.034085122,12528,70,
6458,10,8,0.084818678,0.056808536,12528,84,
6459,1180,8,0.084818678,0.056808536,12528,5,
6460,873,8,0.084818678,0.085212805,12528,2,
6461,1178,4,0.042409339,0.034085122,12528,3,
6462,671,4,0.042409339,0.034085122,12528,7.333333333,
6463,334,8,0.084818678,0.056808536,12528,4,
6464,981,8,0.084818678,0.056808536,12528,2,
6465,688,4,0.042409339,0.034085122,12528,3,
6466,725,4,0.042409339,0.034085122,12528,5,
6467,855,4,0.042409339,0.034085122,12528,3,
6468,193,4,0.042409339,0.034085122,12528,8,
6469,51,8,0.084818678,0.085212805,12528,2,
6470,1182,4,0.042409339,0.034085122,12528,3,
6471,668,4,0.042409339,0.034085122,12533,29,
6472,881,16,0.169637357,0.113617073,12533,39,
6473,828,8,0.169637357,0.056808536,12533,50,
6474,1107,4,0.042409339,0.056808536,12533,72,
6475,1277,8,0.169637357,0.056808536,12533,87,
6476,369,8,0.084818678,0.056808536,12533,6,
6477,1218,8,0.169637357,0.056808536,12533,2,
6478,977,8,0.084818678,0.056808536,12533,1,
6479,191,8,0.084818678,0.056808536,12533,6.666666667,
6480,11,4,0.053011674,0.034085122,12533,1,
6481,72,4,0.053011674,0.034085122,12533,1,
6482,94,8,0.084818678,0.085212805,12533,3,
6483,19,4,0.042409339,0.034085122,12533,4,
6484,668,4,0.042409339,0.034085122,12533,2,
6485,810,8,0.084818678,0.056808536,12533,7,
6486,60,4,0.042409339,0.034085122,12533,2,
6487,35,8,0.169637357,0.056808536,12533,3,
6488,575,4,0.042409339,0.034085122,12534,167.0601093,
6489,402,4,0.042409339,0.034085122,12551,315.0421456,
6490,202,4,0.042409339,0.034085122,12551,101,
6491,1140,4,0.042409339,0.034085122,12551,92.23360656,
6492,863,4,0.042409339,0.034085122,12551,377.8955224,
6493,1065,4,0.042409339,0.034085122,12561,31.48,
6494,1044,8,0.169637357,0.056808536,12561,49.83146067,
6495,130,8,0.084818678,0.056808536,12561,105.7165109,
6497,1167,8,0.169637357,0.056808536,12561,151.882662,
6498,790,8,0.084818678,0.056808536,12570,120.3333333,
6499,831,8,0.084818678,0.045446829,12570,2,
6500,337,16,0.318070044,0.113617073,12570,27.33333333,
6501,64,8,0.084818678,0.085212805,12570,85.28205128,
6502,617,8,0.084818678,0.085212805,12570,22,
6503,97,4,0.042409339,0.034085122,12570,114.6666667,
6504,1013,8,0.084818678,0.056808536,12581,148.0754717,
6505,4,8,0.084818678,0.056808536,12581,453.1571125,
6506,846,8,0.084818678,0.056808536,12630,17.25,
6507,1174,8,0.084818678,0.085212805,12630,45,
6508,611,8,0.084818678,0.068170244,12634,16.375,
6509,794,16,0.318070044,0.113617073,12634,40,
6510,74,4,0.042409339,0.034085122,12634,15.625,
6511,861,8,0.084818678,0.056808536,12634,40,
6512,1108,8,0.084818678,0.056808536,12670,60.2605042,
6513,321,4,0.042409339,0.034085122,12670,60.02439024,
6514,72,8,0.084818678,0.056808536,12670,59.62601626,
6515,1254,4,0.042409339,0.034085122,12670,61.52845528,
6516,188,8,0.084818678,0.085212805,12670,4,
6517,764,4,0.042409339,0.034085122,12670,61,
6518,159,8,0.084818678,0.056808536,12670,182.2184557,
6519,1226,4,0.042409339,0.034085122,12683,284,
6521,869,8,0.084818678,0.056808536,12683,293.3333333,
6522,197,8,0.084818678,0.056808536,12683,35.7761194,
6523,125,8,0.084818678,0.085212805,12683,181.1782178,
6524,1107,4,0.042409339,0.034085122,12683,55.11764706,
6525,640,4,0.042409339,0.034085122,12683,282,
6526,79,4,0.042409339,0.034085122,12683,276,
6527,1311,4,0.042409339,0.034085122,12683,298,
6528,720,4,0.042409339,0.034085122,12706,110.6065574,
6529,793,4,0.042409339,0.034085122,12706,227.971831,
6530,173,4,0.042409339,0.034085122,12707,421.6,
6531,274,4,0.042409339,0.034085122,12707,432.9333333,
6532,776,4,0.042409339,0.034085122,12707,35.29850746,
6533,1150,4,0.042409339,0.034085122,12707,174.7966728,
6534,931,4,0.042409339,0.034085122,12707,57.35294118,
6535,750,4,0.042409339,0.034085122,12707,411.2,
6536,861,8,0.084818678,0.056808536,12707,396,
6537,315,4,0.042409339,0.034085122,12707,435,
6538,972,8,0.084818678,0.056808536,12709,2,
6539,373,8,0.084818678,0.056808536,12709,14.48484848,
6540,1116,4,0.042409339,0.034085122,12761,397.4805195,
6541,652,4,0.042409339,0.034085122,12761,518,
6542,1240,8,0.084818678,0.113617073,12761,52.44680851,
6543,617,4,0.042409339,0.034085122,12761,5,
6544,630,8,0.169637357,0.056808536,12761,41.14285714,
6545,1270,4,0.042409339,0.034085122,12761,39.10526316,
6546,866,4,0.042409339,0.034085122,12761,5,
6547,667,4,0.042409339,0.034085122,12761,478.3333333,
6548,651,4,0.042409339,0.034085122,12761,481,
6549,1134,8,0.084818678,0.056808536,12761,81.56680162,
6549,1134,8,1.000010273,0.056808536,12761,56.77777778,
6550,1222,4,0.042409339,0.034085122,12761,129.1011236,
6551,51,4,0.042409339,0.034085122,12761,503.6834532,
6552,87,4,0.042409339,0.034085122,12761,518,
6553,894,4,0.053011674,0.034085122,12761,91.44,
6554,719,4,0.042409339,0.045446829,12764,383.9090909,
6555,100,16,0.318070044,0.113617073,12764,49.91666667,
6557,1214,4,0.042409339,0.034085122,12764,4,
6558,745,4,0.042409339,0.034085122,12764,38.42857143,
6559,1117,4,0.042409339,0.034085122,12764,47.55,
6560,386,8,0.084818678,0.056808536,12764,6,
6561,1011,4,0.042409339,0.034085122,12764,538.3333333,
6562,644,8,0.084818678,0.056808536,12764,547,
6564,274,4,0.042409339,0.034085122,12764,79.73279352,
6565,1110,4,0.042409339,0.034085122,12764,54.77777778,
6566,1153,8,0.169637357,0.056808536,12764,128.1827957,
6567,817,16,0.169637357,0.113617073,12764,588.6,
6568,391,4,0.042409339,0.034085122,12764,80.68085106,
6569,559,4,0.042409339,0.034085122,12787,12.38461538,
6570,725,4,0.042409339,0.034085122,12787,28.20634921,
6571,740,16,0.169637357,0.113617073,12788,200.6275862,
6572,651,4,0.042409339,0.034085122,12794,16,
6573,793,4,0.042409339,0.034085122,12794,14,
6574,1294,4,0.042409339,0.034085122,12794,3,
6575,1179,4,0.042409339,0.034085122,12794,16,
6576,804,4,0.042409339,0.034085122,12794,3,
6577,296,8,0.084818678,0.068170244,12796,6,
6578,726,16,0.169637357,0.113617073,12796,1,
6579,1001,8,0.084818678,0.085212805,12796,3,
6580,871,4,0.042409339,0.034085122,12796,2,
6581,116,4,0.042409339,0.034085122,12796,6,
6582,1122,4,0.042409339,0.034085122,12806,3.307692308,
6583,75,4,0.042409339,0.034085122,12806,6,
6584,717,4,0.042409339,0.034085122,12811,5.024390244,
6585,698,4,0.042409339,0.034085122,12811,3,
6586,637,4,0.042409339,0.034085122,12811,2,
6587,333,4,0.042409339,0.034085122,12811,3,
6588,1251,4,0.042409339,0.034085122,12811,3.076923077,
6589,621,4,0.042409339,0.034085122,12811,2.538461538,
6590,786,8,0.084818678,0.068170244,12811,6.024390244,
6591,1139,8,0.084818678,0.056808536,12811,3,
6592,1249,4,0.042430047,3.17442E-11,12811,3,
6593,346,4,0.042409339,0.034085122,12811,3.307692308,
6594,83,16,0.318070044,0.113617073,12813,19.84615385,
6595,1053,4,0.053011674,0.034085122,12827,6,
6596,619,4,0.042409339,0.034085122,12827,2.230769231,
6597,1133,4,0.042409339,0.034085122,12827,6,
6598,817,4,0.042409339,0.034085122,12827,2.2,
6599,278,8,0.084818678,0.113617073,12827,6,
6600,399,8,0.084818678,0.056808536,12827,6,
6601,554,4,0.042409339,0.034085122,12828,7,
6602,1250,8,0.084818678,0.056808536,12828,1,
6603,1160,4,0.042409339,0.034085122,12828,2.153846154,
6604,948,4,0.042409339,0.034085122,12828,1,
6605,867,4,0.042409339,0.034085122,12828,4,
6606,759,8,0.084818678,0.056808536,12828,5,
6607,1300,8,0.169637357,0.056808536,12828,7,
6608,711,4,0.042409339,0.034085122,12828,7,
6609,318,4,0.042409339,0.034085122,12828,7,
6610,25,8,0.084818678,0.085212805,12828,1,
6611,678,8,0.084818678,0.056808536,12828,5,
6612,1159,4,0.042409339,0.034085122,12828,7,
6613,1232,4,0.053011674,0.034085122,12841,3,
6614,1226,4,0.042409339,0.034085122,12841,3,
6615,862,8,0.084818678,0.085212805,12841,24,
6616,944,4,0.042409339,0.034085122,12841,34,
6617,598,4,0.042409339,0.034085122,12859,5.363636364,
6618,257,4,0.042409339,0.034085122,12859,5,
6619,358,4,0.042409339,0.034085122,12859,1.769230769,
6620,195,8,0.169637357,0.056808536,12859,5,
6621,381,4,0.042409339,0.034085122,12859,5,
6622,115,4,0.042409339,0.034085122,12859,6,
6623,686,4,0.042409339,0.034085122,12859,2,
6624,921,4,0.042409339,0.034085122,12859,5,
6625,814,4,0.042409339,0.034085122,12859,6.074074074,
6626,896,8,0.084818678,0.085212805,12878,42.94736842,
6627,1094,4,0.042409339,0.034085122,12878,3.862068966,
6628,1199,4,0.042409339,0.034085122,12878,29.82608696,
6629,1052,4,0.042409339,0.034085122,12891,7,
6630,1234,4,0.042409339,0.034085122,12891,4.5,
6631,743,4,0.042409339,0.034085122,12891,7,
6632,398,4,0.042409339,0.034085122,12891,7,
6633,1238,4,0.042409339,0.034085122,12891,7,
6634,1311,4,0.042409339,0.034085122,12891,7,
6635,71,4,0.042409339,0.034085122,12891,7,
6636,28,8,0.084818678,0.056808536,12891,7,
6637,957,4,0.042409339,0.034085122,12891,9,
6638,266,4,0.042409339,0.034085122,12919,3,
6639,19,4,0.042409339,0.034085122,12919,116.973913,
6639,19,4,0.999963357,0.034085122,12942,115.5604396,
6640,315,4,0.042409339,0.034085122,12942,44.05228758,
6641,247,4,0.042409339,0.034085122,12942,29.33333333,
6642,929,8,0.084818678,0.056808536,12942,31,
6643,667,4,0.042409339,0.034085122,12942,88.28464419,
6644,1119,8,0.084818678,0.056808536,12942,37.85714286,
6645,1143,1,0.002650584,0.000142021,12942,50.53333333,
6646,105,8,0.084818678,0.056808536,12953,102.3043478,
6647,883,4,0.042409339,0.034085122,12953,37.90909091,
6648,1077,16,0.318070044,0.113617073,12953,40.5,
6649,15,16,0.318070044,0.113617073,12953,84.36363636,
6651,1091,4,0.042409339,0.034085122,12953,105,
6652,668,4,0.042409339,0.034085122,12961,2.717948718,
6653,867,8,0.084818678,0.056808536,12961,3.698113208,
6654,164,4,0.042409339,0.034085122,12980,1,
6655,568,4,0.042409339,0.034085122,12980,67.90967742,
6656,240,8,0.169637357,0.056808536,12980,107.116129,
6657,616,4,0.042409339,0.034085122,12980,1,
6658,1163,8,0.084818678,0.056808536,12980,2,
6659,704,4,0.053011674,0.034085122,12980,109.3870968,
6661,872,4,0.042409339,0.034085122,12980,115.8387097,
6662,1069,4,0.042409339,0.034085122,12980,1,
6663,649,8,0.084818678,0.056808536,12980,2,
6664,264,8,0.084818678,0.056808536,12980,102.5935484,
6665,412,4,0.042409339,0.034085122,12988,221.5916399,
6666,725,4,0.042409339,0.034085122,12988,115.3921569,
6667,379,4,0.042409339,0.034085122,12988,30.28,
6668,817,4,0.042409339,0.034085122,12988,196.398524,
6669,16,4,0.042409339,0.034085122,12988,50.4,
6670,897,4,0.042409339,0.034085122,12992,12.5,
6671,764,4,0.042409339,0.034085122,12992,17,
6672,1151,4,0.042409339,0.034085122,13015,3,
6673,168,4,0.042409339,0.034085122,13015,8,
6674,183,4,0.042409339,0.034085122,13015,9.501940492,
6675,939,16,0.318070044,0.113617073,13015,19.99653979,
6676,655,4,0.042409339,0.034085122,13015,21.07531381,
6677,233,8,0.084818678,0.056808536,13028,106.4,
6678,808,8,0.127228017,0.085212805,13028,449.96633,
6679,1115,4,0.042409339,0.034085122,13028,119.5,
6680,580,4,0.042409339,0.034085122,13028,32.18181818,
6681,1185,8,0.169637357,0.056808536,13028,47.125,
6682,1266,16,0.169637357,0.113617073,13028,416.1460674,
6683,642,8,0.084818678,0.056808536,13028,45.42857143,
6684,584,8,0.169637357,0.056808536,13028,69.22222222,
6685,1045,8,0.084818678,0.056808536,13068,51.53679654,
6686,840,8,0.084818678,0.068170244,13068,29.68789809,
6687,799,4,0.042409339,0.034085122,13068,4.630136986,
6688,1233,8,0.084818678,0.056808536,13068,11.64,
6689,984,8,0.169637357,0.056808536,13068,10,
6690,417,16,0.169637357,0.113617073,13068,65.83657588,
6691,1305,8,0.169637357,0.056808536,13069,81.78656126,
6692,112,16,0.318070044,0.113617073,13070,225.0986547,
6693,307,8,0.084818678,0.056808536,13070,323.0784314,
6694,714,4,0.042409339,0.034085122,13070,341.3561644,
6695,748,8,0.084818678,0.085212805,13070,34.36,
6696,1047,4,0.042409339,0.034085122,13070,37.384,
6697,246,4,0.042409339,0.034085122,13070,4,
6698,375,4,0.042409339,0.034085122,13070,9,
6699,1291,4,0.042409339,0.034085122,13070,3,
6700,879,16,0.254456035,0.113617073,13070,12.6741573,
6701,1195,4,0.042409339,0.034085122,13070,7,
6702,196,4,0.042409339,0.034085122,13070,5,
6703,977,8,0.084818678,0.085212805,13070,12.5,
6704,772,8,0.084818678,0.085212805,13070,26,
6705,1261,8,0.084818678,0.056808536,13070,48.744,
6706,1272,4,0.042409339,0.034085122,13070,6,
6707,1025,8,0.084818678,0.056808536,13070,4,
6708,718,4,0.042409339,0.034085122,13084,24,
6709,758,8,0.084818678,0.068170244,13084,1,
6710,219,8,0.084818678,0.056808536,13084,12,
6711,255,4,0.042409339,0.034085122,13084,8.2,
6712,50,8,0.084818678,0.056808536,13084,24,
6713,41,4,0.042409339,0.034085122,13084,24,
6714,873,4,0.042409339,0.034085122,13084,15,
6715,723,4,0.042409339,0.034085122,13084,24,
6716,193,8,0.084818678,0.056808536,13084,24,
6717,194,8,0.084818678,0.056808536,13084,24,
6718,79,4,0.042409339,0.034085122,13084,24,
6719,35,4,0.042409339,0.034085122,13092,13,
6720,1215,8,0.084818678,0.056808536,13092,12,
6721,295,8,0.084818678,0.085212805,13092,3,
6722,64,16,0.318070044,0.113617073,13092,13,
6723,268,8,0.084818678,0.056808536,13092,3,
6724,686,8,0.169637357,0.056808536,13097,89.61623616,
6725,169,4,0.042409339,0.034085122,13097,9.527851459,
6726,834,4,0.042409339,0.034085122,13097,65.45033113,
6727,1036,8,0.084818678,0.056808536,13120,1,
6728,630,4,0.042409339,0.034085122,13120,71.6,
6729,19,4,0.042409339,0.034085122,13120,1,
6730,787,4,0.042409339,0.034085122,13120,3,
6731,403,4,0.042409339,0.034085122,13120,113.9354839,
6732,646,4,0.042409339,0.034085122,13120,1,
6733,196,8,0.084818678,0.056808536,13120,3,
6734,814,4,0.042409339,0.034085122,13121,110.1354839,
6735,665,8,0.169637357,0.056808536,13121,120.0903226,
6736,239,16,0.318070044,0.113617073,13121,106.1354839,
6737,1223,8,0.084818678,0.056808536,13138,62.8,
6738,647,8,0.084818678,0.068170244,13138,73.94736842,
6739,168,4,0.042409339,0.034085122,13138,92.42857143,
6740,627,16,0.169637357,0.113617073,13138,105.8571429,
6741,326,8,0.084818678,0.056808536,13138,123.5454545,
6742,208,8,0.084818678,0.068170244,13138,135.7254902,
6743,197,4,0.042409339,0.034085122,13138,9.694915254,
6744,902,16,0.169637357,0.045446829,13138,28.33333333,
6745,1309,4,0.042409339,0.034085122,13138,7.682492582,
6746,675,4,0.042409339,0.034085122,13138,36.2,
6747,687,8,0.169637357,0.056808536,13138,54.28571429,
6748,50,4,0.042409339,0.034085122,13138,50.66666667,
6749,1017,8,0.084818678,0.045446829,13138,43.76923077,
6750,1148,8,0.084818678,0.056808536,13138,42.92307692,
6751,1070,8,0.084818678,0.056808536,13138,49,
6752,659,8,0.084818678,0.056808536,13138,47,
6753,890,4,0.042409339,0.034085122,13138,50,
6754,625,16,0.318070044,0.113617073,13138,41,
6755,1308,4,0.042409339,0.034085122,13138,49,
6756,1123,4,0.042409339,0.034085122,13138,43.84615385,
6757,283,4,0.042409339,0.045446829,13158,29.65217391,
6758,565,4,0.042409339,0.034085122,13158,27.11111111,
6759,1186,8,0.084818678,0.056808536,13158,43.34782609,
6760,1163,8,0.084818678,0.085212805,13158,40.5,
6761,597,8,0.084818678,0.056808536,13158,74.22222222,
6762,707,4,0.042409339,0.034085122,13158,50.66666667,
6763,732,4,0.042409339,0.034085122,13158,125.4795322,
6764,195,8,0.084818678,0.056808536,13158,72.71428571,
6765,412,4,0.042409339,0.034085122,13160,191.5907336,
6766,191,8,0.084818678,0.056808536,13160,9,
6767,574,4,0.042409339,0.034085122,13160,33.97368421,
6768,365,8,0.084818678,0.056808536,13193,13,
6769,350,8,0.084818678,0.056808536,13193,1.166666667,
6770,812,8,0.084818678,0.056808536,13193,8.692307692,
6771,32,4,0.042409339,0.034085122,13193,3,
6772,161,8,0.084818678,0.056808536,13255,63.64122137,
6773,1301,8,0.084818678,0.056808536,13255,114.7983193,
6774,808,4,0.042409339,0.034085122,13264,117.2125604,
6775,1001,8,0.084818678,0.056808536,13264,64.44186047,
6776,737,16,0.318070044,0.113617073,13264,9,
6777,840,8,0.084818678,0.056808536,13264,9,
6778,298,8,0.169637357,0.056808536,13264,43.43089431,
6779,118,8,0.084818678,0.045446829,13264,9,
6780,791,16,0.169637357,0.113617073,13267,3,
6781,1235,8,0.084818678,0.056808536,13267,68.02366864,
6782,672,4,0.042409339,0.034085122,13267,130.2,
6783,586,8,0.084818678,0.085212805,13267,3,
6784,339,4,0.042409339,0.034085122,13267,4,
6785,1124,8,0.084818678,0.056808536,13267,119.2444444,
6786,806,8,0.127228017,0.085212805,13267,148.4285714,
6787,1154,4,0.042409339,0.034085122,13267,3,
6788,919,4,0.042409339,0.034085122,13267,4,
6789,809,8,0.084818678,0.056808536,13267,112.972973,
6790,1148,4,0.042409339,0.034085122,13269,44.608,
6791,351,4,0.042409339,0.034085122,13269,17.5,
6792,336,8,0.084818678,0.056808536,13269,32.8,
6793,46,8,0.084818678,0.085212805,13269,9.142857143,
6794,1291,8,0.084818678,0.056808536,13272,68,
6795,584,4,0.042409339,0.034085122,13272,100.3333333,
6796,339,4,0.042409339,0.034085122,13272,20,
6797,1205,4,0.042409339,0.034085122,13272,37.27272727,
6798,55,4,0.042409339,0.034085122,13272,14.5,
6799,880,4,0.042409339,0.034085122,13272,48.55555556,
6800,1084,16,0.169637357,0.113617073,13272,106.3333333,
6801,703,4,0.042409339,0.034085122,13275,330.3846154,
6802,1193,4,0.042409339,0.034085122,13275,332,
6803,247,4,0.042409339,0.034085122,13275,43.5,
6804,1053,8,0.169637357,0.056808536,13275,11,
6805,834,8,0.084818678,0.056808536,13275,178.3223684,
6806,1248,4,0.053011674,0.034085122,13275,46,
